SKU,Product ID,Ranges,Product Name,Description,Finish,EAN,Width (mm),Height (mm),Depth (mm),Kg,Qty,BP 1,BP2,BP 3,BP 4,BP 5,BP 6,Assembly Instructions,Image URL1,Image URL2,Image URL3,Image URL4,Image URL5,Image URL6,Image URL7,Image URL8,Image URL9,Image URL10,Image URL11,Image URL12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701703024949,703024949,Paris,Bedside 2 Drawers in White,"The Paris collection really lives up to its name, with its romantic style, sophisticated look and beautiful classic feel. The perfect way to enhance your space! The Paris range itself is bold and offers plenty of storage options, with charm eluding from every angle. Both functional and stylish, the Paris collection comes in a fade-resistant and easy to clean finish.",White,5060653081455,436,588,400,17.2,1,"High quality laminated board (resistant to damage and scratches, moisture and high temperature)",Stylish and timeless,Easy gliding drawer runners,Made from PEFC Certified sustainable wood,Easy self assembly ,Made in Denmark,https://www.dropbox.com/s/el5gninpb83yl3w/701703024949_ai.pdf?dl=0,https://www.dropbox.com/s/r12ue8dlob84jq8/701703024949_1.jpg?dl=0,https://www.dropbox.com/s/ck4sgkmfbeyja6w/701703024949_2.jpg?dl=0,https://www.dropbox.com/s/fba0cwv0ronricg/701703024949_3.jpg?dl=0,https://www.dropbox.com/s/hdo9tib2sgl0v0n/701703024949_4.jpg?dl=0,https://www.dropbox.com/s/ua3mw39m8de40j4/701703024949_5.jpg?dl=0,https://www.dropbox.com/s/58rxw6zw8p6816v/701703024949_6.jpg?dl=0,https://www.dropbox.com/s/oo7pnb2kcqn0sg2/701703024949_7.jpg?dl=0,https://www.dropbox.com/s/9ru8rsbz9nhkc1q/701703024949_8.jpg?dl=0,https://www.dropbox.com/s/f2oex7vctulq3bl/701703024949_9.jpg?dl=0,https://www.dropbox.com/s/qaaihhabfqpl8ye/701703024949_10.jpg?dl=0,,https://www.dropbox.com/s/kvemsf2zk2zkt55/701703024949_11.jpg?dl=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701753684949,753684949,Paris,Wardrobe with 2 Doors 1 Drawer 2 Shelves in White,"The Paris collection really lives up to its name, with its romantic style, sophisticated look and beautiful classic feel. The perfect way to enhance your space! The Paris range itself is bold and offers plenty of storage options, with charm eluding from every angle. Both functional and stylish, the Paris collection comes in a fade-resistant and easy to clean finish.",White,5060653081554,962,1383,416,61.7,2,"High quality laminated board (resistant to damage and scratches, moisture and high temperature)",Stylish and timeless,Easy gliding drawer runners,Adjustable hinges on all doors,Made from PEFC Certified sustainable wood,Made in Denmark,https://www.dropbox.com/s/8h7hbkj8emtblam/701753684949_ai.pdf?dl=0,https://www.dropbox.com/s/k75khperm42g90l/701753684949_1.jpg?dl=0,https://www.dropbox.com/s/3416qdmjuebno2q/701753684949_2.jpg?dl=0,https://www.dropbox.com/s/8g4y4cot6gp8de5/701753684949_3.jpg?dl=0,https://www.dropbox.com/s/qmfzsr7s0p4c8jt/701753684949_4.jpg?dl=0,https://www.dropbox.com/s/7qj5tdmr3aeox2j/701753684949_5.jpg?dl=0,https://www.dropbox.com/s/u8a7uk8zf042zpu/701753684949_6.jpg?dl=0,https://www.dropbox.com/s/k826za7uluo9k9w/701753684949_7.jpg?dl=0,https://www.dropbox.com/s/80ybqb349wm50fw/701753684949_8.jpg?dl=0,https://www.dropbox.com/s/ge71n624jio5fgr/701753684949_9.jpg?dl=0,https://www.dropbox.com/s/tq918x802zfylhr/701753684949_10.jpg?dl=0,https://www.dropbox.com/s/cra6cm705okw91r/701753684949_11.jpg?dl=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701767154949,767154949,Paris,King Bed (160 x 200) in White,"The Paris collection really lives up to its name, with its romantic style, sophisticated look and beautiful classic feel. The perfect way to enhance your space! The Paris range itself is bold and offers plenty of storage options, with charm eluding from every angle. Both functional and stylish, the Paris collection comes in a fade-resistant and easy to clean finish.",White,5713035019989,1788,1100,2108,66.2,4,"High quality laminated board (resistant to damage and scratches, moisture and high temperature)",Stylish and timeless,Comes includes bed slats,Made from PEFC Certified sustainable wood,Easy self assembly ,Made in Denmark,https://www.dropbox.com/s/4esay3l48r1pt6g/701767154949_ai.pdf?dl=0,https://www.dropbox.com/s/vtb6lcjdsb3jorg/701767154949_1.jpg?dl=0,https://www.dropbox.com/s/8ljntccpcgdwboe/701767154949_2.jpg?dl=0,https://www.dropbox.com/s/ygdsrihvgohkwpp/701767154949_3.jpg?dl=0,https://www.dropbox.com/s/7avtuhc8fp6vv8a/701767154949_4.jpg?dl=0,https://www.dropbox.com/s/bxjesy4p44k84ya/701767154949_5.jpg?dl=0,https://www.dropbox.com/s/boimv1vf2tfyzox/701767154949_6.jpg?dl=0,https://www.dropbox.com/s/i7kbsdmi7w12iac/701767154949_7.jpg?dl=0,https://www.dropbox.com/s/zjrr2unzpv1coag/701767154949_8.jpg?dl=0,https://www.dropbox.com/s/jh9q5xex5my07xs/701767154949_9.jpg?dl=0,https://www.dropbox.com/s/q5bfdpz2o8mxt6z/701767154949_10.jpg?dl=0,https://www.dropbox.com/s/ui8189ythw93fbz/701767154949_11.jpg?dl=0,https://www.dropbox.com/s/wkvuj1z8bsmm5gl/701767154949_12.jpg?dl=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701767164949,767164949,Paris,Chest of 4 Drawers in White,"The Paris collection really lives up to its name, with its romantic style, sophisticated look and beautiful classic feel. The perfect way to enhance your space! The Paris range itself is bold and offers plenty of storage options, with charm eluding from every angle. Both functional and stylish, the Paris collection comes in a fade-resistant and easy to clean finish.",White,5060653081646,962,869,485,49.5,2,"High quality laminated board (resistant to damage and scratches, moisture and high temperature)",Stylish and timeless,Easy gliding drawer runners,Made from PEFC Certified sustainable wood,Easy self assembly ,Made in Denmark,https://www.dropbox.com/s/hpvrym56drnfo07/701767164949_ai.pdf?dl=0,https://www.dropbox.com/s/h16yzvjj4nrcjzt/701767164949_1.jpg?dl=0,https://www.dropbox.com/s/m0m1lok2dvyduwp/701767164949_2.jpg?dl=0,https://www.dropbox.com/s/l5mi0ft0h4zn97q/701767164949_3.jpg?dl=0,https://www.dropbox.com/s/1sw9cpsilkj4kw5/701767164949_4.jpg?dl=0,https://www.dropbox.com/s/z1ra9mp5sdq1db4/701767164949_5.jpg?dl=0,https://www.dropbox.com/s/6e2wfj7y8g9yx9b/701767164949_6.jpg?dl=0,https://www.dropbox.com/s/0ucvxnrbqob5yg6/701767164949_7.jpg?dl=0,https://www.dropbox.com/s/dugrds9npnex28h/701767164949_8.jpg?dl=0,https://www.dropbox.com/s/jkuhmqdwcn4pbsn/701767164949_9.jpg?dl=0,https://www.dropbox.com/s/wysc9sfszjpg1zs/701767164949_10.jpg?dl=0,https://www.dropbox.com/s/mhpkqeibwj5gzkg/701767164949_11.jpg?dl=0,https://www.dropbox.com/s/jfmhs5jgektawfc/701767164949_14.jpg?dl=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701767184949,767184949,Paris,Chest of 6 Drawers in White,"The Paris collection really lives up to its name, with its romantic style, sophisticated look and beautiful classic feel. The perfect way to enhance your space! The Paris range itself is bold and offers plenty of storage options, with charm eluding from every angle. Both functional and stylish, the Paris collection comes in a fade-resistant and easy to clean finish.",White,5060653081677,962,1394.8,485,68.8,3,"High quality laminated board (resistant to damage and scratches, moisture and high temperature)",Stylish and timeless,Easy gliding drawer runners,Made from PEFC Certified sustainable wood,Easy self assembly ,Made in Denmark,https://www.dropbox.com/s/u8ec1f5evd9j159/701767184949_ai.pdf?dl=0,https://www.dropbox.com/s/oipjcy9tr0rbx8w/701767184949_1.jpg?dl=0,https://www.dropbox.com/s/foyb91bp9xonmfj/701767184949_2.jpg?dl=0,https://www.dropbox.com/s/71vytvt7x81hdrq/701767184949_3.jpg?dl=0,https://www.dropbox.com/s/vsvoakf72bgprw4/701767184949_4.jpg?dl=0,https://www.dropbox.com/s/27jf7jlccy7xiek/701767184949_5.jpg?dl=0,https://www.dropbox.com/s/n0fccho4i62prtg/701767184949_6.jpg?dl=0,https://www.dropbox.com/s/6eb3swmrvv8czl5/701767184949_7.jpg?dl=0,https://www.dropbox.com/s/m3lhod86965xn4j/701767184949_8.jpg?dl=0,https://www.dropbox.com/s/g2m88lbmq3khx0f/701767184949_9.jpg?dl=0,https://www.dropbox.com/s/q77gd5mp99o87iu/701767184949_11.jpg?dl=0,https://www.dropbox.com/s/c1q7u3d98c7bjl8/701767184949_12.jpg?dl=0,https://www.dropbox.com/s/6aayklmkkcv1uv5/701767184949_14.jpg?dl=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701767194949,767194949,Paris,Chest of 8 Drawers in White,"The Paris collection really lives up to its name, with its romantic style, sophisticated look and beautiful classic feel. The perfect way to enhance your space! The Paris range itself is bold and offers plenty of storage options, with charm eluding from every angle. Both functional and stylish, the Paris collection comes in a fade-resistant and easy to clean finish.",White,5060653081707,1834,868.8,485,92.0,3,"High quality laminated board (resistant to damage and scratches, moisture and high temperature)",Stylish and timeless,Easy gliding drawer runners,Made from PEFC Certified sustainable wood,Easy self assembly ,Made in Denmark,https://www.dropbox.com/s/fnda5ujswfjaaed/701767194949_ai.pdf?dl=0,https://www.dropbox.com/s/466ras7eu8ql1wc/701767194949_1.jpg?dl=0,https://www.dropbox.com/s/trerl37sux5r9tr/701767194949_2.jpg?dl=0,https://www.dropbox.com/s/qxe51zbb97t84bc/701767194949_3.jpg?dl=0,https://www.dropbox.com/s/zhwhvr8yqfvupoy/701767194949_4.jpg?dl=0,https://www.dropbox.com/s/lyjzfaa9sofcnwf/701767194949_5.jpg?dl=0,https://www.dropbox.com/s/6smxzr5qkvwulk8/701767194949_6.jpg?dl=0,https://www.dropbox.com/s/vwit7sdx7adzip0/701767194949_7.jpg?dl=0,https://www.dropbox.com/s/kgeev4figfauwl6/701767194949_8.jpg?dl=0,https://www.dropbox.com/s/arwoshysandd875/701767194949_9.jpg?dl=0,https://www.dropbox.com/s/atpvwo90720u8cy/701767194949_10.jpg?dl=0,https://www.dropbox.com/s/xonlzdhu2t51cie/701767194949_12.jpg?dl=0,https://www.dropbox.com/s/279oadaqm79c7kt/701767194949_14.jpg?dl=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704753864949,753864949,Oslo,Dining Table - Small (100cm) in White and Oak,"Alluding a retro modern charm, the Oslo collection has an authentic scandinavian appeal with real style.",White and Oak,5060653082339,1000,751.5,1000,13.6,2,Stylish and trendy,"High quality laminated board (resistant to damage and scratches, moisture and high temperature)",Easy self assembly ,Made from PEFC Certified sustainable wood,Metal brackets,Made in Denmark,https://www.dropbox.com/s/km4q7qx0mlw1wo6/704753864949_ai.pdf?dl=0,https://www.dropbox.com/sh/hhhjor5tk1fikn9/AAAfnFvSOZNFKZiRl_gGlTdea/704753864949_1.jpg?dl=0,https://www.dropbox.com/sh/hhhjor5tk1fikn9/AADOsr0NAVtH8F5nXis2WCeFa/704753864949_2.jpg?dl=0,https://www.dropbox.com/sh/hhhjor5tk1fikn9/AACDloH59gNA73WmRjLTCeVOa/704753864949_3.jpg?dl=0,https://www.dropbox.com/sh/hhhjor5tk1fikn9/AAAJlyXMs_xk3kY7ghjlR3XIa/704753864949_4.jpg?dl=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704753864960,753864960,Oslo,Dining Table - Small (100cm) in White and Black Matt,"Alluding a retro modern charm, the Oslo collection has an authentic scandinavian appeal with real style.",White and Black Matt,5060653082346,1000,751.5,1000,13.6,2,Stylish and trendy,"High quality laminated board (resistant to damage and scratches, moisture and high temperature)",Easy self assembly ,Made from PEFC Certified sustainable wood,Metal brackets,Made in Denmark,https://www.dropbox.com/s/418ekvrdk0u22dd/704753864960_ai.pdf?dl=0,https://www.dropbox.com/sh/hhhjor5tk1fikn9/AABJ_WjU58QADvPg1DxadsQHa/704753864960_1.jpg?dl=0,https://www.dropbox.com/sh/hhhjor5tk1fikn9/AABjcsK2Z62QN3YQzkzGn1lRa/704753864960_2.jpg?dl=0,https://www.dropbox.com/sh/hhhjor5tk1fikn9/AADNUyqTgeC9NQY3UXCEPgaoa/704753864960_3.jpg?dl=0,https://www.dropbox.com/sh/hhhjor5tk1fikn9/AAAkVOJFupz8TTFNHcgf3-H6a/704753864960_4.jpg?dl=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704753974949,753974949,Oslo,Dining Table - Large (160cm) in White and Oak,"Alluding a retro modern charm, the Oslo collection has an authentic scandinavian appeal with real style.",White and Oak,5060653082490,800,751,1600,19.0,2,Stylish and trendy,"High quality laminated board (resistant to damage and scratches, moisture and high temperature)",Easy self assembly ,Made from PEFC Certified sustainable wood,Metal brackets,Made in Denmark,https://www.dropbox.com/s/zwhrvvpcofv6nrk/704753974949_ai.pdf?dl=0,https://www.dropbox.com/sh/hhhjor5tk1fikn9/AABZtFvRaSokDsWqoF_3T-Yca/704753974949_1.jpg?dl=0,https://www.dropbox.com/sh/hhhjor5tk1fikn9/AABLiH2aeNqetjc_iquhfpf2a/704753974949_2.jpg?dl=0,https://www.dropbox.com/sh/hhhjor5tk1fikn9/AABBdEUcJ4oFI_cO8iDM6UOva/704753974949_3.jpg?dl=0,https://www.dropbox.com/sh/hhhjor5tk1fikn9/AADWXShINjSspVVtA1vOcPPLa/704753974949_4.jpg?dl=0,https://www.dropbox.com/sh/hhhjor5tk1fikn9/AABQRaum7b2QB9BwiTzAqsRya/704753974949_5.jpg?dl=0,https://www.dropbox.com/sh/hhhjor5tk1fikn9/AABg33ITyw7ozR0cPBj0QxfYa/704753974949_6.jpg?dl=0,https://www.dropbox.com/sh/hhhjor5tk1fikn9/AAC8wpH_0NkMhhFT71ihbxrua/704753974949_7.jpg?dl=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704753974960,753974960,Oslo,Dining Table - Large (160cm) in White and Black Matt,"Alluding a retro modern charm, the Oslo collection has an authentic scandinavian appeal with real style.",White and Black Matt,5060653082506,800,751,1600,19.0,2,Stylish and trendy,"High quality laminated board (resistant to damage and scratches, moisture and high temperature)",Easy self assembly ,Made from PEFC Certified sustainable wood,Metal brackets,Made in Denmark,https://www.dropbox.com/s/csfwpqb2k9kyegt/704753974960_ai.pdf?dl=0,https://www.dropbox.com/sh/hhhjor5tk1fikn9/AADzOKDB6QB9oGqiEIMkdgh8a/704753974960_1.jpg?dl=0,https://www.dropbox.com/sh/hhhjor5tk1fikn9/AACRmlxBsNAoNzuIyIU787-ja/704753974960_2.jpg?dl=0,https://www.dropbox.com/sh/hhhjor5tk1fikn9/AAB45hGRGnU7G-z268-C3j21a/704753974960_3.jpg?dl=0,https://www.dropbox.com/sh/hhhjor5tk1fikn9/AACQ_ftma_kM-R4hq6hQVdXGa/704753974960_4.jpg?dl=0,https://www.dropbox.com/sh/hhhjor5tk1fikn9/AACjSIkRolMl9nXq-PkDhWjNa/704753974960_5.jpg?dl=0,https://www.dropbox.com/sh/hhhjor5tk1fikn9/AABPLgQ_tpHnBBq9wL2MuI7oa/704753974960_6.jpg?dl=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705704094949,704094949,Space,Wardrobe - 3 Doors 3 Drawers in White,"Make good use of your space - the clue's in the name! The Space collection of bedroom furniture is highly practical, and ideal for creating useful storage while taking up a minimal footprint in your room.",White,5060653082575,1150,2004,495,66.9,2,"High quality laminated board (resistant to damage and scratches, moisture and high temperature)",Contemporary,Adjustable hinges on all doors,Anti- tip safety and safety wall fitting,Made from PEFC Certified sustainable wood,Made in Denmark,https://www.dropbox.com/s/6ldjref7gkw6tg3/705704094949_ai.pdf?dl=0,https://www.dropbox.com/sh/tu9l91yvdf3wwv0/AAD73qFqtqthjBxGlv9BVX94a/705704094949_1.jpg?dl=0,https://www.dropbox.com/sh/tu9l91yvdf3wwv0/AAB_kvMZIyTVmRrLcASyNg02a/705704094949_2.jpg?dl=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705704104949,704104949,Space,Wardrobe - 4 Doors 3 Drawers in White,"Make good use of your space - the clue's in the name! The Space collection of bedroom furniture is highly practical, and ideal for creating useful storage while taking up a minimal footprint in your room.",White,5060653082605,1540,2004,495,90.0,3,"High quality laminated board (resistant to damage and scratches, moisture and high temperature)",Contemporary,Adjustable hinges on all doors,Anti- tip safety and safety wall fitting,Made from PEFC Certified sustainable wood,Made in Denmark,https://www.dropbox.com/s/tp4htrxk7fupt7t/705704104949_ai.pdf?dl=0,https://www.dropbox.com/sh/tu9l91yvdf3wwv0/AAD59JAlhpqUUxz8Zjmid7nLa/705704104949_1.jpg?dl=0,https://www.dropbox.com/sh/tu9l91yvdf3wwv0/AAAsdeE9UH95j7cthKxba-18a/705704104949_2.jpg?dl=0,https://www.dropbox.com/sh/tu9l91yvdf3wwv0/AADV5SZSuhIx6W6ODpys-Z5ra/705704104949_3.jpg?dl=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705704114949,704114949,Space,Wardrobe with 3 doors + 3 drawers (175) White,"Make good use of your space - the clue's in the name! The Space collection of bedroom furniture is highly practical, and ideal for creating useful storage while taking up a minimal footprint in your room.",White,5713035043366,1158,1754,494,58.3,2,"High quality laminated board (resistant to damage and scratches, moisture and high temperature)",Contemporary,Adjustable hinges on all doors,Anti- tip safety and safety wall fitting,Made from PEFC Certified sustainable wood,Made in Denmark,https://www.dropbox.com/s/cr79dqzwl7ob68c/705704114949_ai.pdf?dl=0,https://www.dropbox.com/s/chonml363pvbpjy/705704114949_1.jpg?dl=0,https://www.dropbox.com/s/f8gx9v9waxy6k1y/705704114949_2.jpg?dl=0,https://www.dropbox.com/s/rl2sfv7jxt7o2e7/705704114949_3.jpg?dl=0,https://www.dropbox.com/s/rncv4gtm77cwz79/705704114949_4.jpg?dl=0,https://www.dropbox.com/s/2hcnovoq44iap2x/705704114949_5.jpg?dl=0,https://www.dropbox.com/s/783erjk3bz977dz/705704114949_6.jpg?dl=0,https://www.dropbox.com/s/8gjwneo7w1ch76q/705704114949_7.jpg?dl=0,https://www.dropbox.com/s/kg7k53knie7qzh8/705704114949_8.jpg?dl=0,https://www.dropbox.com/s/nubsx326jupdwxq/705704114949_9.jpg?dl=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705704184949,704184949,Space,Wardrobe with 2 doors (175) White,"Make good use of your space - the clue's in the name! The Space collection of bedroom furniture is highly practical, and ideal for creating useful storage while taking up a minimal footprint in your room.",White,5713035011228,776,1754,494,37.8,1,"High quality laminated board (resistant to damage and scratches, moisture and high temperature)",Contemporary,Adjustable hinges on all doors,Anti- tip safety and safety wall fitting,Made from PEFC Certified sustainable wood,Made in Denmark,https://www.dropbox.com/s/bwxao8lp1abbxhf/705704184949_ai.pdf?dl=0,https://www.dropbox.com/s/gc16qdfqcmd33mc/705704184949_1.jpg?dl=0,https://www.dropbox.com/s/5ri1snfecp5vo2a/705704184949_2.jpg?dl=0,https://www.dropbox.com/s/viiiq3697ji0cr9/705704184949_3.jpg?dl=0,https://www.dropbox.com/s/o3kfhuxd6r14x5p/705704184949_4.jpg?dl=0,https://www.dropbox.com/s/53w2fdq0hkqtij6/705704184949_5.jpg?dl=0,https://www.dropbox.com/s/4env7zqdmonul0w/705704184949_6.jpg?dl=0,https://www.dropbox.com/s/q7ztrih6ta9yzc0/705704184949_7.jpg?dl=0,https://www.dropbox.com/s/k3eeipky0mezk3v/705704184949_8.jpg?dl=0,https://www.dropbox.com/s/0chrcs2g1wxjrs0/705704184949_9.jpg?dl=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705704194949,704194949,Space,"Wardrobe with 3 doors (175)
White White","Make good use of your space - the clue's in the name! The Space collection of bedroom furniture is highly practical, and ideal for creating useful storage while taking up a minimal footprint in your room.",White,5713035011235,1158,1754,494,56.5,2,"High quality laminated board (resistant to damage and scratches, moisture and high temperature)",Contemporary,Adjustable hinges on all doors,Anti- tip safety and safety wall fitting,Made from PEFC Certified sustainable wood,Made in Denmark,https://www.dropbox.com/s/i8x63igo23m8gju/705704194949_ai.pdf?dl=0,https://www.dropbox.com/s/km5wii33b46f3j4/705704194949_1.jpg?dl=0,https://www.dropbox.com/s/apyhih9m8rrefs3/705704194949_2.jpg?dl=0,https://www.dropbox.com/s/69iiz7isrrsu6s4/705704194949_3.jpg?dl=0,https://www.dropbox.com/s/v7m6l712k3z9xhn/705704194949_4.jpg?dl=0,https://www.dropbox.com/s/b1ruu8d8ayqts0k/705704194949_5.jpg?dl=0,https://www.dropbox.com/s/9ll3cia0o0w7j4u/705704194949_6.jpg?dl=0,https://www.dropbox.com/s/6yj9tqdlf5jrokv/705704194949_7.jpg?dl=0,https://www.dropbox.com/s/8hfjhbg87jggey5/705704194949_8.jpg?dl=0,https://www.dropbox.com/s/xcgqpwel2z41ted/705704194949_9.jpg?dl=0,https://www.dropbox.com/s/jkylmo9n2xvl30d/705704194949_10.jpg?dl=0,https://www.dropbox.com/s/qooi4oizlnowsva/705704194949_11.jpg?dl=0,https://www.dropbox.com/s/w2izxtydzgveghl/705704194949_12.jpg?dl=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705704214949,704214949,Space,Chest of 3 Drawers in White,"Make good use of your space - the clue's in the name! The Space collection of bedroom furniture is highly practical, and ideal for creating useful storage while taking up a minimal footprint in your room.",White,5060653082636,741,699,359,18.2,1,"High quality laminated board (resistant to damage and scratches, moisture and high temperature)",Contemporary,Easy self assembly ,Anti- tip safety and safety wall fitting,Made from PEFC Certified sustainable wood,Made in Denmark,https://www.dropbox.com/s/r2wi4w66gg7i7so/705704214949_ai.pdf?dl=0,https://www.dropbox.com/sh/tu9l91yvdf3wwv0/AABt8ImwHCZ-gai9oDtH_4pea/705704214949_1.jpg?dl=0,https://www.dropbox.com/sh/tu9l91yvdf3wwv0/AACwHRrhp1PPGWptnfSUhk8ka/705704214949_2.jpg?dl=0,https://www.dropbox.com/sh/tu9l91yvdf3wwv0/AADGnaltxfZK18Fck8rfen8Za/705704214949_3.jpg?dl=0,https://www.dropbox.com/sh/tu9l91yvdf3wwv0/AACB-D0f_RTV9316TUHoyoCfa/705704214949_4.jpg?dl=0,https://www.dropbox.com/sh/tu9l91yvdf3wwv0/AABgbi10kV3nIPBE0Ve75xFGa/705704214949_5.jpg?dl=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705704224949,704224949,Space,Chest of 5 Drawers in White,"Make good use of your space - the clue's in the name! The Space collection of bedroom furniture is highly practical, and ideal for creating useful storage while taking up a minimal footprint in your room.",White,5060653082650,741,1147,359,26.5,1,"High quality laminated board (resistant to damage and scratches, moisture and high temperature)",Contemporary,Easy self assembly ,Anti- tip safety and safety wall fitting,Made from PEFC Certified sustainable wood,Made in Denmark,https://www.dropbox.com/s/kuosl6knm5t2q6x/705704224949_ai.pdf?dl=0,https://www.dropbox.com/sh/tu9l91yvdf3wwv0/AABwxbm2OWUiXdSuqrh3Nb42a/705704224949_1.jpg?dl=0,https://www.dropbox.com/sh/tu9l91yvdf3wwv0/AABiku_UNDjELQ0VS4hyGfvXa/705704224949_2.jpg?dl=0,https://www.dropbox.com/sh/tu9l91yvdf3wwv0/AAAR4BZvlcZSdoEDo0KQWVtWa/705704224949_3.jpg?dl=0,https://www.dropbox.com/sh/tu9l91yvdf3wwv0/AACkNS9gZ-vRjenfr3XQR5hPa/705704224949_4.jpg?dl=0,https://www.dropbox.com/sh/tu9l91yvdf3wwv0/AADWANCb4d9Xrs2F9WmOqRoXa/705704224949_5.jpg?dl=0,https://www.dropbox.com/sh/tu9l91yvdf3wwv0/AADQPhzMmCfQ0246eqBaAXhda/705704224949_6.jpg?dl=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705704234949,704234949,Space,Bedside 1 Drawer in White,"Make good use of your space - the clue's in the name! The Space collection of bedroom furniture is highly practical, and ideal for creating useful storage while taking up a minimal footprint in your room.",White,5060653082674,376,475,359,6.1,1,"High quality laminated board (resistant to damage and scratches, moisture and high temperature)",Contemporary,Easy self assembly ,Anti- tip safety and safety wall fitting,Made from PEFC Certified sustainable wood,Made in Denmark,https://www.dropbox.com/s/urfb6zmq8jc77n2/705704234949_ai.pdf?dl=0,https://www.dropbox.com/sh/tu9l91yvdf3wwv0/AADRtT6GQhdvzFR1p_PtsEXva/705704234949_1.jpg?dl=0,https://www.dropbox.com/sh/tu9l91yvdf3wwv0/AABYcOHk4X5Z1zlLjzE625OIa/705704234949_2.jpg?dl=0,https://www.dropbox.com/sh/tu9l91yvdf3wwv0/AAD9qpgR4lgIMrsn7a0aktWCa/705704234949_3.jpg?dl=0,https://www.dropbox.com/sh/tu9l91yvdf3wwv0/AADPv0e6tglnlDok6rXzFVVma/705704234949_4.jpg?dl=0,https://www.dropbox.com/sh/tu9l91yvdf3wwv0/AADCIlCrfgzGn1xrQioNEj9ya/705704234949_5.jpg?dl=0,https://www.dropbox.com/sh/tu9l91yvdf3wwv0/AAA6O0eWgM8e3cT1wL9PtRLUa/705704234949_6.jpg?dl=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705704254949,704254949,Space,Wardrobe - 2 Doors 3 Drawers in White,"Make good use of your space - the clue's in the name! The Space collection of bedroom furniture is highly practical, and ideal for creating useful storage while taking up a minimal footprint in your room.",White,5060653082698,776,2004,495,52.9,2,"High quality laminated board (resistant to damage and scratches, moisture and high temperature)",Contemporary,Adjustable hinges on all doors,Anti- tip safety and safety wall fitting,Made from PEFC Certified sustainable wood,Made in Denmark,https://www.dropbox.com/s/cx8c772k4p1gm96/705704254949_ai.pdf?dl=0,https://www.dropbox.com/sh/tu9l91yvdf3wwv0/AAA9bWp3sgwCe8L8FlfGtWC0a/705704254949_1.jpg?dl=0,https://www.dropbox.com/sh/tu9l91yvdf3wwv0/AAAju2j0e2zQz-5vKY7lCqUva/705704254949_2.jpg?dl=0,https://www.dropbox.com/sh/tu9l91yvdf3wwv0/AAC5XZ31gFMHCeXgBcrh6hmoa/705704254949_3.jpg?dl=0,https://www.dropbox.com/sh/tu9l91yvdf3wwv0/AAAu1mVia-9MjF5hD8oXmJAGa/705704254949_4.jpg?dl=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
